symbol,source_used,bars_count,start_date,end_date,error,validated,mismatch_flagged,rejected,mismatch_pct
AES,polygon,2533,2015-12-07,2026-01-02,,False,,,
HUBB,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALK,polygon,2533,2015-12-07,2026-01-02,,False,,,
CNP,polygon,2533,2015-12-07,2026-01-02,,False,,,
TOL,polygon,2533,2015-12-07,2026-01-02,,False,,,
GPC,polygon,2533,2015-12-07,2026-01-02,,False,,,
EAT,polygon,2533,2015-12-07,2026-01-02,,False,,,
CROX,polygon,2533,2015-12-07,2026-01-02,,False,,,
LI,polygon,1364,2020-07-30,2026-01-02,,False,,,
DTE,polygon,2533,2015-12-07,2026-01-02,,False,,,
KEY,polygon,2533,2015-12-07,2026-01-02,,False,,,
CE,polygon,2533,2015-12-07,2026-01-02,,False,,,
IRM,polygon,2533,2015-12-07,2026-01-02,,False,,,
JOBY,polygon,1293,2020-11-09,2026-01-02,,False,,,
XPEV,polygon,1344,2020-08-27,2026-01-02,,False,,,
XYL,polygon,2533,2015-12-07,2026-01-02,,False,,,
GTLS,polygon,2533,2015-12-07,2026-01-02,,False,,,
STLD,polygon,2533,2015-12-07,2026-01-02,,False,,,
WING,polygon,2533,2015-12-07,2026-01-02,,False,,,
NTNX,polygon,2327,2016-09-30,2026-01-02,,False,,,
KMX,polygon,2533,2015-12-07,2026-01-02,,False,,,
CHD,polygon,2533,2015-12-07,2026-01-02,,False,,,
TROW,polygon,2533,2015-12-07,2026-01-02,,False,,,
EPAM,polygon,2533,2015-12-07,2026-01-02,,False,,,
VTR,polygon,2533,2015-12-07,2026-01-02,,False,,,
HUT,polygon,1967,2018-03-08,2026-01-02,,False,,,
TYL,polygon,2533,2015-12-07,2026-01-02,,False,,,
RL,polygon,2533,2015-12-07,2026-01-02,,False,,,
ADM,polygon,2533,2015-12-07,2026-01-02,,False,,,
JBHT,polygon,2533,2015-12-07,2026-01-02,,False,,,
MTCH,polygon,2533,2015-12-07,2026-01-02,,False,,,
CTRA,polygon,2533,2015-12-07,2026-01-02,,False,,,
LITE,polygon,2533,2015-12-07,2026-01-02,,False,,,
BG,polygon,2533,2015-12-07,2026-01-02,,False,,,
PKG,polygon,2533,2015-12-07,2026-01-02,,False,,,
FFIV,polygon,2533,2015-12-07,2026-01-02,,False,,,
PODD,polygon,2533,2015-12-07,2026-01-02,,False,,,
DD,polygon,2533,2015-12-07,2026-01-02,,False,,,
APA,polygon,2533,2015-12-07,2026-01-02,,False,,,
CF,polygon,2533,2015-12-07,2026-01-02,,False,,,
CMS,polygon,2533,2015-12-07,2026-01-02,,False,,,
VFC,polygon,2533,2015-12-07,2026-01-02,,False,,,
AWK,polygon,2533,2015-12-07,2026-01-02,,False,,,
ESTC,polygon,1820,2018-10-05,2026-01-02,,False,,,
TRU,polygon,2533,2015-12-07,2026-01-02,,False,,,
EXR,polygon,2533,2015-12-07,2026-01-02,,False,,,
SU,polygon,2533,2015-12-07,2026-01-02,,False,,,
ZBRA,polygon,2533,2015-12-07,2026-01-02,,False,,,
HOLX,polygon,2533,2015-12-07,2026-01-02,,False,,,
VICI,polygon,2012,2018-01-02,2026-01-02,,False,,,
AVB,polygon,2533,2015-12-07,2026-01-02,,False,,,
PTC,polygon,2533,2015-12-07,2026-01-02,,False,,,
INCY,polygon,2533,2015-12-07,2026-01-02,,False,,,
AAOI,polygon,2533,2015-12-07,2026-01-02,,False,,,
LH,polygon,2533,2015-12-07,2026-01-02,,False,,,
EXAS,polygon,2533,2015-12-07,2026-01-02,,False,,,
SWK,polygon,2533,2015-12-07,2026-01-02,,False,,,
CAG,polygon,2533,2015-12-07,2026-01-02,,False,,,
BRO,polygon,2533,2015-12-07,2026-01-02,,False,,,
PNR,polygon,2533,2015-12-07,2026-01-02,,False,,,
MGM,polygon,2533,2015-12-07,2026-01-02,,False,,,
UHS,polygon,2533,2015-12-07,2026-01-02,,False,,,
AR,polygon,2533,2015-12-07,2026-01-02,,False,,,
NBIX,polygon,2533,2015-12-07,2026-01-02,,False,,,
PLUG,polygon,2533,2015-12-07,2026-01-02,,False,,,
VRSN,polygon,2533,2015-12-07,2026-01-02,,False,,,
NTRS,polygon,2533,2015-12-07,2026-01-02,,False,,,
CLF,polygon,2533,2015-12-07,2026-01-02,,False,,,
STM,polygon,2533,2015-12-07,2026-01-02,,False,,,
MKC,polygon,2533,2015-12-07,2026-01-02,,False,,,
NI,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARE,polygon,2533,2015-12-07,2026-01-02,,False,,,
WCC,polygon,2533,2015-12-07,2026-01-02,,False,,,
GNRC,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
AEE,polygon,2533,2015-12-07,2026-01-02,,False,,,
CZR,polygon,2533,2015-12-07,2026-01-02,,False,,,
ONTO,polygon,1554,2019-10-28,2026-01-02,,False,,,
CG,polygon,2533,2015-12-07,2026-01-02,,False,,,
DGX,polygon,2533,2015-12-07,2026-01-02,,False,,,
EPD,polygon,2533,2015-12-07,2026-01-02,,False,,,
AVTR,polygon,1667,2019-05-17,2026-01-02,,False,,,
KSS,polygon,2533,2015-12-07,2026-01-02,,False,,,
OLLI,polygon,2533,2015-12-07,2026-01-02,,False,,,
LSCC,polygon,2533,2015-12-07,2026-01-02,,False,,,
CRL,polygon,2533,2015-12-07,2026-01-02,,False,,,
FDS,polygon,2533,2015-12-07,2026-01-02,,False,,,
TXRH,polygon,2533,2015-12-07,2026-01-02,,False,,,
CNQ,polygon,2533,2015-12-07,2026-01-02,,False,,,
HST,polygon,2533,2015-12-07,2026-01-02,,False,,,
STE,polygon,2533,2015-12-07,2026-01-02,,False,,,
TSN,polygon,2533,2015-12-07,2026-01-02,,False,,,
EXPD,polygon,2533,2015-12-07,2026-01-02,,False,,,
CHRW,polygon,2533,2015-12-07,2026-01-02,,False,,,
COO,polygon,2533,2015-12-07,2026-01-02,,False,,,
SJM,polygon,2533,2015-12-07,2026-01-02,,False,,,
BAX,polygon,2533,2015-12-07,2026-01-02,,False,,,
ES,polygon,2533,2015-12-07,2026-01-02,,False,,,
IFF,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALLY,polygon,2533,2015-12-07,2026-01-02,,False,,,
SHAK,polygon,2533,2015-12-07,2026-01-02,,False,,,
AAP,polygon,2533,2015-12-07,2026-01-02,,False,,,
SRPT,polygon,2533,2015-12-07,2026-01-02,,False,,,
DVA,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMCR,polygon,2533,2015-12-07,2026-01-02,,False,,,
WIX,polygon,2533,2015-12-07,2026-01-02,,False,,,
UTHR,polygon,2533,2015-12-07,2026-01-02,,False,,,
CVE,polygon,2533,2015-12-07,2026-01-02,,False,,,
TDY,polygon,2533,2015-12-07,2026-01-02,,False,,,
MANH,polygon,2533,2015-12-07,2026-01-02,,False,,,
BOOT,polygon,2533,2015-12-07,2026-01-02,,False,,,
EVRG,polygon,2533,2015-12-07,2026-01-02,,False,,,
ATO,polygon,2533,2015-12-07,2026-01-02,,False,,,
STLA,polygon,2533,2015-12-07,2026-01-02,,False,,,
OVV,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALLE,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
POOL,polygon,2533,2015-12-07,2026-01-02,,False,,,
FE,polygon,2533,2015-12-07,2026-01-02,,False,,,
HSIC,polygon,2533,2015-12-07,2026-01-02,,False,,,
INVH,polygon,2243,2017-02-01,2026-01-02,,False,,,
MASI,polygon,2533,2015-12-07,2026-01-02,,False,,,
BR,polygon,2533,2015-12-07,2026-01-02,,False,,,
HII,polygon,2533,2015-12-07,2026-01-02,,False,,,
CPRI,polygon,2533,2015-12-07,2026-01-02,,False,,,
MAS,polygon,2533,2015-12-07,2026-01-02,,False,,,
INSM,polygon,2533,2015-12-07,2026-01-02,,False,,,
J,polygon,2533,2015-12-07,2026-01-02,,False,,,
APLS,polygon,2047,2017-11-09,2026-01-02,,False,,,
EQR,polygon,2533,2015-12-07,2026-01-02,,False,,,
QSR,polygon,2533,2015-12-07,2026-01-02,,False,,,
SSNC,polygon,2533,2015-12-07,2026-01-02,,False,,,
BWXT,polygon,2533,2015-12-07,2026-01-02,,False,,,
RS,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
JKHY,polygon,2533,2015-12-07,2026-01-02,,False,,,
M,polygon,2533,2015-12-07,2026-01-02,,False,,,
MOS,polygon,2533,2015-12-07,2026-01-02,,False,,,
WSC,polygon,2533,2015-12-07,2026-01-02,,False,,,
MTN,polygon,2533,2015-12-07,2026-01-02,,False,,,
LMND,polygon,1383,2020-07-02,2026-01-02,,False,,,
AVY,polygon,2533,2015-12-07,2026-01-02,,False,,,
CPB,polygon,2533,2015-12-07,2026-01-02,,False,,,
TAP,polygon,2533,2015-12-07,2026-01-02,,False,,,
ESS,polygon,2533,2015-12-07,2026-01-02,,False,,,
MAA,polygon,2533,2015-12-07,2026-01-02,,False,,,
EVR,polygon,2533,2015-12-07,2026-01-02,,False,,,
WAL,polygon,2533,2015-12-07,2026-01-02,,False,,,
AER,polygon,2533,2015-12-07,2026-01-02,,False,,,
WRB,polygon,2533,2015-12-07,2026-01-02,,False,,,
TREX,polygon,2533,2015-12-07,2026-01-02,,False,,,
WY,polygon,2533,2015-12-07,2026-01-02,,False,,,
BMRN,polygon,2533,2015-12-07,2026-01-02,,False,,,
LNT,polygon,2533,2015-12-07,2026-01-02,,False,,,
EMN,polygon,2533,2015-12-07,2026-01-02,,False,,,
PFG,polygon,2533,2015-12-07,2026-01-02,,False,,,
BNTX,polygon,1566,2019-10-10,2026-01-02,,False,,,
URBN,polygon,2533,2015-12-07,2026-01-02,,False,,,
VTRS,polygon,2533,2015-12-07,2026-01-02,,False,,,
LNTH,polygon,2533,2015-12-07,2026-01-02,,False,,,
CPT,polygon,2533,2015-12-07,2026-01-02,,False,,,
KIM,polygon,2533,2015-12-07,2026-01-02,,False,,,
AGCO,polygon,2533,2015-12-07,2026-01-02,,False,,,
MHK,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
NTR,polygon,2012,2018-01-02,2026-01-02,,False,,,
RUN,polygon,2533,2015-12-07,2026-01-02,,False,,,
BF.B,polygon,2533,2015-12-07,2026-01-02,,False,,,
LBRDK,polygon,2533,2015-12-07,2026-01-02,,False,,,
BXP,polygon,2533,2015-12-07,2026-01-02,,False,,,
MKTX,polygon,2533,2015-12-07,2026-01-02,,False,,,
EWBC,polygon,2533,2015-12-07,2026-01-02,,False,,,
AN,polygon,2533,2015-12-07,2026-01-02,,False,,,
HAS,polygon,2533,2015-12-07,2026-01-02,,False,,,
LKQ,polygon,2533,2015-12-07,2026-01-02,,False,,,
WHR,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
TXT,polygon,2533,2015-12-07,2026-01-02,,False,,,
DBX,polygon,1956,2018-03-23,2026-01-02,,False,,,
ACI,polygon,1387,2020-06-26,2026-01-02,,False,,,
ARCC,polygon,2533,2015-12-07,2026-01-02,,False,,,
CNX,polygon,2533,2015-12-07,2026-01-02,,False,,,
RGEN,polygon,2533,2015-12-07,2026-01-02,,False,,,
TRMB,polygon,2533,2015-12-07,2026-01-02,,False,,,
MKSI,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACM,polygon,2533,2015-12-07,2026-01-02,,False,,,
BRKR,polygon,2533,2015-12-07,2026-01-02,,False,,,
TTEK,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMH,polygon,2533,2015-12-07,2026-01-02,,False,,,
OLED,polygon,2533,2015-12-07,2026-01-02,,False,,,
LUMN,polygon,2533,2015-12-07,2026-01-02,,False,,,
RRC,polygon,2533,2015-12-07,2026-01-02,,False,,,
PI,polygon,2377,2016-07-21,2026-01-02,,False,,,
BEN,polygon,2533,2015-12-07,2026-01-02,,False,,,
HALO,polygon,2533,2015-12-07,2026-01-02,,False,,,
AEO,polygon,2533,2015-12-07,2026-01-02,,False,,,
TFX,polygon,2533,2015-12-07,2026-01-02,,False,,,
NOK,polygon,2533,2015-12-07,2026-01-02,,False,,,
REG,polygon,2533,2015-12-07,2026-01-02,,False,,,
MIDD,polygon,2533,2015-12-07,2026-01-02,,False,,,
PVH,polygon,2533,2015-12-07,2026-01-02,,False,,,
PCTY,polygon,2533,2015-12-07,2026-01-02,,False,,,
MTDR,polygon,2533,2015-12-07,2026-01-02,,False,,,
REXR,polygon,2533,2015-12-07,2026-01-02,,False,,,
TM,polygon,2533,2015-12-07,2026-01-02,,False,,,
JAZZ,polygon,2533,2015-12-07,2026-01-02,,False,,,
AIZ,polygon,2533,2015-12-07,2026-01-02,,False,,,
EXEL,polygon,2533,2015-12-07,2026-01-02,,False,,,
ROL,polygon,2533,2015-12-07,2026-01-02,,False,,,
QS,polygon,1352,2020-08-17,2026-01-02,,False,,,
GL,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMLP,polygon,2533,2015-12-07,2026-01-02,,False,,,
HRL,polygon,2533,2015-12-07,2026-01-02,,False,,,
AOS,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARMK,polygon,2533,2015-12-07,2026-01-02,,False,,,
MTSI,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
SEDG,polygon,2533,2015-12-07,2026-01-02,,False,,,
CRI,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALC,polygon,1694,2019-04-09,2026-01-02,,False,,,
HRB,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALV,polygon,2533,2015-12-07,2026-01-02,,False,,,
FRT,polygon,2533,2015-12-07,2026-01-02,,False,,,
RHI,polygon,2533,2015-12-07,2026-01-02,,False,,,
CRUS,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACHC,polygon,2533,2015-12-07,2026-01-02,,False,,,
TECH,polygon,2533,2015-12-07,2026-01-02,,False,,,
NWSA,polygon,2533,2015-12-07,2026-01-02,,False,,,
ADC,polygon,2533,2015-12-07,2026-01-02,,False,,,
ASAN,polygon,1321,2020-09-30,2026-01-02,,False,,,
BWA,polygon,2533,2015-12-07,2026-01-02,,False,,,
POST,polygon,2533,2015-12-07,2026-01-02,,False,,,
FIVN,polygon,2533,2015-12-07,2026-01-02,,False,,,
ADMA,polygon,2533,2015-12-07,2026-01-02,,False,,,
CRSP,polygon,2314,2016-10-19,2026-01-02,,False,,,
SF,polygon,2533,2015-12-07,2026-01-02,,False,,,
YETI,polygon,1806,2018-10-25,2026-01-02,,False,,,
L,polygon,2533,2015-12-07,2026-01-02,,False,,,
FMC,polygon,2533,2015-12-07,2026-01-02,,False,,,
NDSN,polygon,2533,2015-12-07,2026-01-02,,False,,,
XRAY,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALSN,polygon,2533,2015-12-07,2026-01-02,,False,,,
VNO,polygon,2533,2015-12-07,2026-01-02,,False,,,
QLYS,polygon,2533,2015-12-07,2026-01-02,,False,,,
AGQ,polygon,2533,2015-12-07,2026-01-02,,False,,,
IVZ,polygon,2533,2015-12-07,2026-01-02,,False,,,
CUBE,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARKG,polygon,2533,2015-12-07,2026-01-02,,False,,,
HLNE,polygon,2224,2017-03-01,2026-01-02,,False,,,
CHDN,polygon,2533,2015-12-07,2026-01-02,,False,,,
SEIC,polygon,2533,2015-12-07,2026-01-02,,False,,,
FNF,polygon,2533,2015-12-07,2026-01-02,,False,,,
OPEN,polygon,1393,2020-06-18,2026-01-02,,False,,,
GLPI,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACWX,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
AAAU,polygon,1856,2018-08-15,2026-01-02,,False,,,
RMBS,polygon,2533,2015-12-07,2026-01-02,,False,,,
CIVI,polygon,2533,2015-12-07,2026-01-02,,False,,,
GH,polygon,1821,2018-10-04,2026-01-02,,False,,,
FR,polygon,2533,2015-12-07,2026-01-02,,False,,,
CAKE,polygon,2533,2015-12-07,2026-01-02,,False,,,
AG,polygon,2533,2015-12-07,2026-01-02,,False,,,
EGP,polygon,2533,2015-12-07,2026-01-02,,False,,,
APG,polygon,1428,2020-04-29,2026-01-02,,False,,,
PAA,polygon,2533,2015-12-07,2026-01-02,,False,,,
ITRI,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMC,polygon,2533,2015-12-07,2026-01-02,,False,,,
SM,polygon,2533,2015-12-07,2026-01-02,,False,,,
WTFC,polygon,2533,2015-12-07,2026-01-02,,False,,,
WTRG,polygon,2533,2015-12-07,2026-01-02,,False,,,
TMHC,polygon,2533,2015-12-07,2026-01-02,,False,,,
AAON,polygon,2533,2015-12-07,2026-01-02,,False,,,
SAIC,polygon,2533,2015-12-07,2026-01-02,,False,,,
WU,polygon,2533,2015-12-07,2026-01-02,,False,,,
IONS,polygon,2533,2015-12-07,2026-01-02,,False,,,
CORT,polygon,2533,2015-12-07,2026-01-02,,False,,,
LEGN,polygon,1402,2020-06-05,2026-01-02,,False,,,
ALKS,polygon,2533,2015-12-07,2026-01-02,,False,,,
FOX,polygon,1713,2019-03-13,2026-01-02,,False,,,
PLAY,polygon,2533,2015-12-07,2026-01-02,,False,,,
MORN,polygon,2533,2015-12-07,2026-01-02,,False,,,
AFG,polygon,2533,2015-12-07,2026-01-02,,False,,,
LOGI,polygon,2533,2015-12-07,2026-01-02,,False,,,
NCNO,polygon,1376,2020-07-14,2026-01-02,,False,,,
AXSM,polygon,2533,2015-12-07,2026-01-02,,False,,,
ADT,polygon,2000,2018-01-19,2026-01-02,,False,,,
RNG,polygon,2533,2015-12-07,2026-01-02,,False,,,
BB,polygon,2533,2015-12-07,2026-01-02,,False,,,
MC,polygon,2533,2015-12-07,2026-01-02,,False,,,
NOG,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACLS,polygon,2533,2015-12-07,2026-01-02,,False,,,
SITM,polygon,1537,2019-11-20,2026-01-02,,False,,,
SEE,polygon,2533,2015-12-07,2026-01-02,,False,,,
COLD,polygon,2000,2018-01-19,2026-01-02,,False,,,
PZZA,polygon,2533,2015-12-07,2026-01-02,,False,,,
AGX,polygon,2533,2015-12-07,2026-01-02,,False,,,
AGI,polygon,2533,2015-12-07,2026-01-02,,False,,,
MGY,polygon,2140,2017-06-29,2026-01-02,,False,,,
ALGM,polygon,1300,2020-10-29,2026-01-02,,False,,,
LNC,polygon,2533,2015-12-07,2026-01-02,,False,,,
JHG,polygon,2162,2017-05-30,2026-01-02,,False,,,
AMBA,polygon,2533,2015-12-07,2026-01-02,,False,,,
LAZ,polygon,2533,2015-12-07,2026-01-02,,False,,,
VNOM,polygon,2533,2015-12-07,2026-01-02,,False,,,
NVAX,polygon,2533,2015-12-07,2026-01-02,,False,,,
EOSE,polygon,1298,2020-11-02,2026-01-02,,False,,,
ARRY,polygon,1310,2020-10-15,2026-01-02,,False,,,
QGEN,polygon,2533,2015-12-07,2026-01-02,,False,,,
FAF,polygon,2533,2015-12-07,2026-01-02,,False,,,
HMC,polygon,2533,2015-12-07,2026-01-02,,False,,,
COLM,polygon,2533,2015-12-07,2026-01-02,,False,,,
AIRR,polygon,2533,2015-12-07,2026-01-02,,False,,,
SATS,polygon,2533,2015-12-07,2026-01-02,,False,,,
RKT,polygon,1359,2020-08-06,2026-01-02,,False,,,
ESNT,polygon,2533,2015-12-07,2026-01-02,,False,,,
TKR,polygon,2533,2015-12-07,2026-01-02,,False,,,
TWST,polygon,1802,2018-10-31,2026-01-02,,True,False,False,0.0
CBRL,polygon,2533,2015-12-07,2026-01-02,,False,,,
STAG,polygon,2533,2015-12-07,2026-01-02,,False,,,
AAXJ,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMG,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALGT,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
MTG,polygon,2533,2015-12-07,2026-01-02,,True,False,False,0.0
AMSC,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACIW,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMKR,polygon,2533,2015-12-07,2026-01-02,,False,,,
LEVI,polygon,1707,2019-03-21,2026-01-02,,False,,,
ATGE,polygon,2533,2015-12-07,2026-01-02,,False,,,
TFII,polygon,2533,2015-12-07,2026-01-02,,False,,,
CWST,polygon,2533,2015-12-07,2026-01-02,,False,,,
SMPL,polygon,2134,2017-07-10,2026-01-02,,False,,,
AKR,polygon,2533,2015-12-07,2026-01-02,,False,,,
RVLV,polygon,1653,2019-06-07,2026-01-02,,False,,,
REAL,polygon,1638,2019-06-28,2026-01-02,,False,,,
VIRT,polygon,2533,2015-12-07,2026-01-02,,False,,,
RARE,polygon,2533,2015-12-07,2026-01-02,,False,,,
LC,polygon,2533,2015-12-07,2026-01-02,,False,,,
UFPI,polygon,2533,2015-12-07,2026-01-02,,False,,,
AROC,polygon,2533,2015-12-07,2026-01-02,,False,,,
AL,polygon,2533,2015-12-07,2026-01-02,,False,,,
RPD,polygon,2533,2015-12-07,2026-01-02,,False,,,
VCYT,polygon,2533,2015-12-07,2026-01-02,,False,,,
NTLA,polygon,2429,2016-05-06,2026-01-02,,False,,,
PRGS,polygon,2533,2015-12-07,2026-01-02,,False,,,
VRRM,polygon,2207,2017-03-24,2026-01-02,,False,,,
FROG,polygon,1331,2020-09-16,2026-01-02,,False,,,
ABR,polygon,2533,2015-12-07,2026-01-02,,False,,,
IMO,polygon,2533,2015-12-07,2026-01-02,,False,,,
BEAM,polygon,1485,2020-02-06,2026-01-02,,False,,,
HWC,polygon,2533,2015-12-07,2026-01-02,,False,,,
MGNI,polygon,2533,2015-12-07,2026-01-02,,False,,,
TRUP,polygon,2533,2015-12-07,2026-01-02,,False,,,
DVAX,polygon,2533,2015-12-07,2026-01-02,,False,,,
FLO,polygon,2533,2015-12-07,2026-01-02,,False,,,
EEFT,polygon,2533,2015-12-07,2026-01-02,,False,,,
APLE,polygon,2533,2015-12-07,2026-01-02,,False,,,
NOVT,polygon,2533,2015-12-07,2026-01-02,,False,,,
VCTR,polygon,1986,2018-02-08,2026-01-02,,False,,,
AEIS,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARWR,polygon,2533,2015-12-07,2026-01-02,,False,,,
AGIO,polygon,2533,2015-12-07,2026-01-02,,False,,,
ZLAB,polygon,2083,2017-09-20,2026-01-02,,False,,,
ARGT,polygon,2533,2015-12-07,2026-01-02,,False,,,
ZD,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACAD,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALRM,polygon,2533,2015-12-07,2026-01-02,,False,,,
ABCB,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMN,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMX,polygon,2533,2015-12-07,2026-01-02,,False,,,
SNDX,polygon,2475,2016-03-02,2026-01-02,,False,,,
ARCB,polygon,2533,2015-12-07,2026-01-02,,False,,,
AEHR,polygon,2533,2015-12-07,2026-01-02,,False,,,
FOLD,polygon,2533,2015-12-07,2026-01-02,,False,,,
FVRR,polygon,1649,2019-06-13,2026-01-02,,False,,,
AQN,polygon,2533,2015-12-07,2026-01-02,,False,,,
AOSL,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACMR,polygon,2052,2017-11-02,2026-01-02,,False,,,
DXC,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALT,polygon,2163,2017-05-26,2026-01-02,,False,,,
BLMN,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARDX,polygon,2533,2015-12-07,2026-01-02,,False,,,
GOLF,polygon,2307,2016-10-28,2026-01-02,,False,,,
ANGL,polygon,2533,2015-12-07,2026-01-02,,False,,,
AIN,polygon,2533,2015-12-07,2026-01-02,,False,,,
AEG,polygon,2533,2015-12-07,2026-01-02,,False,,,
ABM,polygon,2533,2015-12-07,2026-01-02,,False,,,
CNS,polygon,2533,2015-12-07,2026-01-02,,False,,,
NSA,polygon,2533,2015-12-07,2026-01-02,,False,,,
ADNT,polygon,2316,2016-10-17,2026-01-02,,False,,,
OTEX,polygon,2533,2015-12-07,2026-01-02,,False,,,
NMIH,polygon,2533,2015-12-07,2026-01-02,,False,,,
LGIH,polygon,2533,2015-12-07,2026-01-02,,False,,,
CDNA,polygon,2533,2015-12-07,2026-01-02,,False,,,
TALO,polygon,1923,2018-05-10,2026-01-02,,False,,,
APAM,polygon,2533,2015-12-07,2026-01-02,,False,,,
LEG,polygon,2533,2015-12-07,2026-01-02,,False,,,
SNEX,polygon,2533,2015-12-07,2026-01-02,,False,,,
AMPH,polygon,2533,2015-12-07,2026-01-02,,False,,,
APPN,polygon,2164,2017-05-25,2026-01-02,,False,,,
AOR,polygon,2533,2015-12-07,2026-01-02,,False,,,
FCEL,polygon,2533,2015-12-07,2026-01-02,,False,,,
GIII,polygon,2533,2015-12-07,2026-01-02,,False,,,
AIQ,polygon,1919,2018-05-16,2026-01-02,,False,,,
ARVN,polygon,1826,2018-09-27,2026-01-02,,False,,,
AIR,polygon,2533,2015-12-07,2026-01-02,,False,,,
SDGR,polygon,1485,2020-02-06,2026-01-02,,False,,,
ANIP,polygon,2533,2015-12-07,2026-01-02,,False,,,
SFIX,polygon,2041,2017-11-17,2026-01-02,,False,,,
SCVL,polygon,2533,2015-12-07,2026-01-02,,False,,,
LAUR,polygon,2243,2017-02-01,2026-01-02,,False,,,
ARI,polygon,2533,2015-12-07,2026-01-02,,False,,,
ANDE,polygon,2533,2015-12-07,2026-01-02,,False,,,
AHCO,polygon,1909,2018-05-31,2026-01-02,,False,,,
QNST,polygon,2533,2015-12-07,2026-01-02,,False,,,
BJRI,polygon,2533,2015-12-07,2026-01-02,,False,,,
BBBY,polygon,2533,2015-12-07,2026-01-02,,False,,,
CARS,polygon,2160,2017-06-01,2026-01-02,,False,,,
ARLO,polygon,1864,2018-08-03,2026-01-02,,False,,,
AMRX,polygon,1926,2018-05-07,2026-01-02,,False,,,
ARCO,polygon,2533,2015-12-07,2026-01-02,,False,,,
GOOS,polygon,2213,2017-03-16,2026-01-02,,False,,,
AMRC,polygon,2533,2015-12-07,2026-01-02,,False,,,
ANAB,polygon,2247,2017-01-26,2026-01-02,,False,,,
ADPT,polygon,1639,2019-06-27,2026-01-02,,False,,,
AMCX,polygon,2533,2015-12-07,2026-01-02,,False,,,
AHH,polygon,2533,2015-12-07,2026-01-02,,False,,,
APPS,polygon,2533,2015-12-07,2026-01-02,,False,,,
AIV,polygon,2533,2015-12-07,2026-01-02,,False,,,
AAT,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARCT,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALEX,polygon,2533,2015-12-07,2026-01-02,,False,,,
AQST,polygon,1871,2018-07-25,2026-01-02,,False,,,
AGRO,polygon,2533,2015-12-07,2026-01-02,,False,,,
ANGO,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACB,polygon,2533,2015-12-07,2026-01-02,,False,,,
AIA,polygon,2533,2015-12-07,2026-01-02,,False,,,
ADTN,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACRE,polygon,2533,2015-12-07,2026-01-02,,False,,,
ALLT,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACEL,polygon,2101,2017-08-24,2026-01-02,,False,,,
DOMO,polygon,1888,2018-06-29,2026-01-02,,False,,,
ALDX,polygon,2533,2015-12-07,2026-01-02,,False,,,
ARKO,polygon,1622,2019-07-23,2026-01-02,,False,,,
AEVA,polygon,1471,2020-02-27,2026-01-02,,False,,,
EVTL,polygon,1298,2020-11-02,2026-01-02,,False,,,
ANGI,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACVA,polygon,1201,2021-03-24,2026-01-02,,False,,,
AQMS,polygon,2533,2015-12-07,2026-01-02,,False,,,
ACP,polygon,2533,2015-12-07,2026-01-02,,False,,,
